mr,846
elizabeth,622
could,523
would,461
darci,383
said,368
bennet,323
much,319
must,304
bingley,300
sister,288
miss,287
jane,284
one,272
know,270
ladi,263
think,234
though,218
time,218
soon,216
never,216
see,213
well,211
make,208
say,206
might,199
everi,194
may,191
good,187
littl,187
wickham,186
wish,183
noth,176
collin,172
look,168
lydia,167
hope,167
without,167
feel,164
come,164
friend,164
day,163
even,162
shall,159
famili,156
give,156
go,155
like,153
happi,150
man,146
dear,146
first,145
great,141
manner,137
thought,137
believ,136
howev,134
daughter,134
young,132
mother,132
two,132
father,132
repli,131
letter,129
made,126
ever,126
catherin,126
walk,124
last,122
long,122
marri,122
quit,122
us,121
room,119
alway,118
mani,116
away,114
hous,109
talk,109
receiv,109
return,108
way,108
expect,108
love,107
attent,107
seem,107
sure,106
mean,104
appear,104
answer,103
enough,103
saw,102
take,101
speak,100
felt,99
pleasur,97
hear,95
lizzi,95
express,95
assur,94
subject,94
gardin,94
better,91
inde,90
till,90
kind,90
often,89
came,88
place,88
pass,88
longbourn,88
affect,87
acquaint,87
suppos,87
part,86
realli,86
done,86
want,85
heard,85
object,85
call,84
charlott,84
aunt,84
girl,82
ask,82
turn,82
gener,81
let,80
morn,80
present,80
moment,80
tell,79
engag,79
leav,78
anyth,77
sir,77
word,77
whole,77
live,76
less,76
pleas,76
possibl,76
perhap,75
opinion,75
danc,75
brother,75
reason,75
delight,74
continu,74
ad,74
netherfield,73
therefor,73
upon,73
still,72
find,72
seen,72
yet,71
immedi,70
next,70
luca,70
someth,70
kitti,70
convers,70
surpris,70
consid,69
toward,69
uncl,69
told,68
parti,68
observ,68
eye,68
found,68
relat,68
thing,67
certainli,67
allow,67
follow,66
smile,66
colonel,66
went,66
visit,65
least,65
left,65
admir,65
world,65
home,65
civil,65
marriag,65
charact,64
year,63
mention,63
town,63
togeth,63
respect,62
person,62
ye,62
chapter,61
idea,61
mind,60
woman,60
get,60
cousin,60
sinc,59
began,59
honour,59
either,59
point,59
almost,59
knew,58
whose,58
anoth,58
gone,58
side,58
fortun,57
enter,57
settl,57
meet,57
cri,57
natur,57
meryton,57
far,57
three,56
concern,56
rose,56
known,55
invit,55
dare,55
behaviour,55
differ,55
given,55
stay,55
life,54
read,54
husband,54
london,54
thank,54
abl,54
gave,53
rather,53
took,53
pemberley,53
connect,53
other,52
equal,52
care,52
regard,52
wonder,51
certain,51
fear,51
join,51
whether,51
write,51
occas,50
determin,50
minut,50
comfort,50
power,50
doubt,50
carriag,50
hour,50
desir,49
inform,49
oblig,49
understand,48
cours,48
peopl,48
particular,48
spirit,48
interest,48
week,47
ill,47
accept,47
arriv,47
open,47
perfectli,47
pain,47
beauti,46
william,46
account,46
half,46
busi,46
advantag,46
agreeabl,46
remain,46
listen,46
circumst,46
hardli,46
probabl,46
wife,45
ought,45
address,45
promis,45
offic,45
astonish,45
heart,45
satisfi,45
offer,45
pride,45
everyth,45
scarc,45
convinc,44
short,44
attend,44
longer,44
els,43
persuad,43
spoke,43
endeavour,43
imposs,42
use,42
situat,42
attach,42
ladyship,42
right,41
handsom,41
best,41
ball,41
back,41
compliment,41
help,41
